Imagen,Angulo_Rotacion,Homogeneidad,Contraste,Energia,Correlacion
crystalline_0057.jpg,0,0.16734520228075836,287.41873151826735,0.014717108288722925,0.9419347744428131
crystalline_0057.jpg,45,0.3209893858813052,244.44244073817646,0.16581757110706485,0.9777005091393676
crystalline_0057.jpg,90,0.19368706489302795,402.4567256223089,0.03566526460379817,0.9376174588358644
crystalline_0057.jpg,135,0.31878515861474604,243.09045935039745,0.1658352105657625,0.9779421141099842
crystalline_0102.jpg,0,0.19282431655729565,125.68937275867194,0.014944820388561998,0.9786340758448171
crystalline_0102.jpg,45,0.3497735411653233,105.96336586186102,0.17057461056982726,0.9872502011690388
crystalline_0102.jpg,90,0.28232297214063895,101.53112982227995,0.0662120949290701,0.9860087870289753
crystalline_0102.jpg,135,0.35058789789111117,105.34372908196187,0.17059808321008796,0.9872091493443644
crystalline_0103.jpg,0,0.18628804895238554,100.00424776151974,0.02399136301243442,0.9209677817977167
crystalline_0103.jpg,45,0.3432218642804587,83.85228799595066,0.1681002149001084,0.9837144315697938
crystalline_0103.jpg,90,0.19076510257135926,145.72177610077028,0.024702489453999343,0.9009410481777224
crystalline_0103.jpg,135,0.34317129326475604,84.14990559022687,0.1681187661492754,0.9836745796903418
crystalline_0104.jpg,0,0.3530866491969212,40.95486971216438,0.025630256605465588,0.9898214286762761
crystalline_0104.jpg,45,0.47775987060391945,45.94266631999101,0.17321772891050818,0.9921095804932654
crystalline_0104.jpg,90,0.4357497074104065,48.72597713163704,0.1066300797383213,0.991412218288112
crystalline_0104.jpg,135,0.4789024546750818,44.38929685711678,0.17323689081920232,0.9924717406551795
crystalline_0105.jpg,0,0.25841713077564493,69.49356070273664,0.019721730130081546,0.9814747788568416
crystalline_0105.jpg,45,0.41329078941585984,72.78449108777855,0.18869712455104404,0.9920435581374252
crystalline_0105.jpg,90,0.44793445892864164,72.12327283687439,0.23253619062811348,0.992944975527808
crystalline_0105.jpg,135,0.40240499243733424,79.49142280231737,0.188715288858338,0.9909076814297717
crystalline_0106.jpg,0,0.35445729498779155,44.74209568098055,0.042160788010740344,0.9874125164490145
crystalline_0106.jpg,45,0.47681658185954806,43.55318758285157,0.17513928955355704,0.9896031441191753
crystalline_0106.jpg,90,0.3954967481049113,68.72267911625737,0.08566568176573064,0.9820268639996441
crystalline_0106.jpg,135,0.4746127100713322,43.42469897447346,0.17450413592900088,0.9894959813118513
crystalline_0107.jpg,0,0.0725676940063109,2163.957123512839,0.009267001717066495,0.660054692400795
crystalline_0107.jpg,45,0.239241435037213,862.9873047341575,0.1668426222174856,0.8699475044688372
crystalline_0107.jpg,90,0.09877903235970872,2123.263607427575,0.030524375745765712,0.6841085134005873
crystalline_0107.jpg,135,0.2391910406172595,863.9877912424361,0.16685463589519997,0.8696454461064491
crystalline_0108.jpg,0,0.36373110749909066,27.648614420524694,0.03520663891812475,0.9778379633211889
crystalline_0108.jpg,45,0.5099749837361306,33.22360375964372,0.1856062724924959,0.9949156929133489
crystalline_0108.jpg,90,0.5432576175713413,24.040246113390854,0.2007578591977282,0.9964178544171989
crystalline_0108.jpg,135,0.5080891215833048,35.1245045597302,0.18567605333660514,0.9946966653797988
crystalline_0109.jpg,0,0.22698436243854334,134.8307579995281,0.018211548288546636,0.9786010197043823
crystalline_0109.jpg,45,0.3868557858144772,85.9016760666578,0.1677303820057986,0.989654284682225
crystalline_0109.jpg,90,0.26627640794235385,125.37104973006683,0.02040968673248984,0.9802198411258319
crystalline_0109.jpg,135,0.3868684706054709,84.69604334594308,0.1677452306931748,0.9897752873670176
crystalline_0110.jpg,0,0.5206783794710199,10.29899280810255,0.06355139861840313,0.9755238325846309
crystalline_0110.jpg,45,0.6253194413266709,53.56992133446809,0.1797990230271213,0.9928172760044438
crystalline_0110.jpg,90,0.5960031825452494,46.330716734378434,0.11945832814660273,0.9908648347621222
crystalline_0110.jpg,135,0.6218553072365405,55.429959481635095,0.1794671549212132,0.9926477391092134
crystalline_0111.jpg,0,0.2497260630548484,129.53923399747282,0.02667931232321051,0.955837823300282
crystalline_0111.jpg,45,0.41075953008461896,130.53955574686623,0.18030843720163586,0.9905605768908843
crystalline_0111.jpg,90,0.4310398944742783,109.50380828114035,0.17910586187178268,0.9920332528018905
crystalline_0111.jpg,135,0.41483978381672176,141.50376369492508,0.18063783869960565,0.9898038617310815
crystalline_0112.jpg,0,0.3471154741185541,39.723868730134434,0.023987270725867114,0.9904459003662031
crystalline_0112.jpg,45,0.47515144295634404,54.55340955340665,0.16918121367408318,0.993114131495942
crystalline_0112.jpg,90,0.3840652107240083,58.284330116358575,0.02793418929932749,0.9870985586716239
crystalline_0112.jpg,135,0.47467955799416606,54.25167622554776,0.16918542535336792,0.993154374823458
crystalline_0113.jpg,0,0.2922959068470884,37.09264882572392,0.024369597842745016,0.9877577212719275
crystalline_0113.jpg,45,0.4227612993677164,61.61866855002273,0.16960699741750507,0.9934338424851092
crystalline_0113.jpg,90,0.31464535347573525,55.74383151761471,0.025716600498260044,0.9820878225601165
crystalline_0113.jpg,135,0.4226091060168129,61.541788479251736,0.1696156906794427,0.9934346638386568
crystalline_0114.jpg,0,0.23841261566707497,155.72933915214142,0.01658302982278692,0.9800520122332734
crystalline_0114.jpg,45,0.41419301631358796,113.04592619192968,0.22406742242442607,0.9887183940045526
crystalline_0114.jpg,90,0.5132203306985168,84.72197515396053,0.34826122273903715,0.9909013161674227
crystalline_0114.jpg,135,0.4077882959624534,120.92695224463438,0.22410037739989483,0.9857866031290498
crystalline_0115.jpg,0,0.22383780082020738,106.60768189022052,0.02269681616983874,0.9568871511894039
crystalline_0115.jpg,45,0.37837901087841047,77.3588944983163,0.18613635962921946,0.9893422808813621
crystalline_0115.jpg,90,0.36425982093014747,140.07659882197177,0.2110183383347669,0.9820043030674473
crystalline_0115.jpg,135,0.3777057804769581,79.7848943124348,0.18610938565969348,0.989009374111973
crystalline_0116.jpg,0,0.4721722793691255,18.43575384368539,0.045503564357116465,0.98792334824294
crystalline_0116.jpg,45,0.5724122712350868,48.50032085355605,0.1820489984630306,0.9939072585189156
crystalline_0116.jpg,90,0.5691302802505528,81.47381806342506,0.17469595363793858,0.9893965990562905
crystalline_0116.jpg,135,0.5749217527430341,49.150078498315914,0.18181719792563114,0.9938833561514185
crystalline_0117.jpg,0,0.270423371671732,389.09791196679487,0.04144330331282534,0.9711038565092772
crystalline_0117.jpg,45,0.39240479647077,285.00603333836096,0.17671414431128457,0.9796708276573235
crystalline_0117.jpg,90,0.3190070973664414,401.1712378063359,0.0864042505030572,0.9710645331688373
crystalline_0117.jpg,135,0.3953073130623206,277.90355484314745,0.17736937323649377,0.9801831253159263
crystalline_0118.jpg,0,0.35795394430220806,19.75286055539935,0.05109774724862056,0.9613491397471234
crystalline_0118.jpg,45,0.5038881062042526,39.97074392099806,0.17847041768321567,0.9930782097636104
crystalline_0118.jpg,90,0.4850827134266744,30.973414468651747,0.1198949382482642,0.9922867959279571
crystalline_0118.jpg,135,0.503133195629637,39.21668514588976,0.17847628890933775,0.9932737754278081
crystalline_0119.jpg,0,0.25908929941975434,137.02033025589205,0.020487410260034904,0.9839056544146403
crystalline_0119.jpg,45,0.39118274115318424,101.49176734663821,0.17785490593032102,0.991782865759183
crystalline_0119.jpg,90,0.3595714830860746,158.52310776079617,0.15503328414240503,0.9865655771064782
crystalline_0119.jpg,135,0.39188640734726277,95.28263108428574,0.17786511090069268,0.9922934963835393
crystalline_0120.jpg,0,0.18791023830983603,198.6660097461592,0.01744409053550417,0.9530634084626242
crystalline_0120.jpg,45,0.33324235335537605,139.62134932809496,0.16622415536102664,0.9783518724409808
crystalline_0120.jpg,90,0.18812423230968298,279.160421627867,0.017617568791181464,0.9352415486187693
crystalline_0120.jpg,135,0.3331064079175602,140.27833110961947,0.1662546805938683,0.9782465132010112
crystalline_0121.jpg,0,0.1715215319520257,114.0630699622975,0.018546490134756184,0.9550838612256568
crystalline_0121.jpg,45,0.31315922660497214,124.73821229836084,0.1691503265236005,0.9834215724904434
crystalline_0121.jpg,90,0.24957490929577858,112.29894606939364,0.08005995552077246,0.9775640874307698
crystalline_0121.jpg,135,0.31430549370814065,121.1243859782032,0.16919316070682464,0.9838974270154821
crystalline_0122.jpg,0,0.36465943593872385,31.606752931764277,0.03859826071185157,0.9785938259499386
crystalline_0122.jpg,45,0.4937493994767255,58.0647265610029,0.1736546924368436,0.9935196317348629
crystalline_0122.jpg,90,0.4180909461154514,105.37351722629398,0.09192675815697798,0.9807039248187589
